City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
183,New Norfolk,AU,2022-01-30 12:17:51,-42.7826,147.0587,60.71,64,4,1.01,clear sky
184,La Romana,DO,2022-01-30 12:17:06,18.4273,-68.9728,71.33,100,20,0.0,few clouds
185,Scarborough,GB,2022-01-30 12:17:51,54.2797,-0.4044,44.53,74,31,1.01,scattered clouds
186,Barra Patuca,HN,2022-01-30 12:17:52,15.8,-84.2833,73.63,80,78,15.1,broken clouds
187,Nikolskoye,RU,2022-01-30 12:17:52,59.7035,30.7861,31.71,92,100,10.74,overcast clouds
188,Coruripe,BR,2022-01-30 12:17:52,-10.1256,-36.1756,84.65,62,75,12.39,broken clouds
189,Lethem,GY,2022-01-30 12:17:53,3.3803,-59.7968,78.42,63,63,13.27,broken clouds
190,Carutapera,BR,2022-01-30 12:17:53,-1.195,-46.02,76.71,92,100,4.9,overcast clouds
191,Tiznit,MA,2022-01-30 12:17:53,29.5833,-9.5,68.59,18,23,25.7,few clouds
192,Coihaique,CL,2022-01-30 12:14:09,-45.5752,-72.0662,50.61,53,75,4.61,broken clouds
193,Bayana,IN,2022-01-30 12:17:54,26.9,77.2833,67.84,36,0,3.49,clear sky
194,Poum,NC,2022-01-30 12:17:54,-20.2333,164.0167,81.01,78,91,8.61,overcast clouds
195,Newport,GB,2022-01-30 12:14:03,51.5877,-2.9984,49.08,85,71,6.82,broken clouds
196,Road Town,VG,2022-01-30 12:17:54,18.4167,-64.6167,77.04,83,1,5.75,clear sky
197,Thessalon,CA,2022-01-30 12:17:55,46.2501,-83.5666,14.49,96,100,5.66,light snow
198,Manjacaze,MZ,2022-01-30 12:17:55,-24.7117,33.8828,88.56,40,70,13.49,broken clouds
199,Eidfjord,NO,2022-01-30 12:17:55,60.4675,7.0719,31.33,95,84,9.35,broken clouds
200,Charlestown,AU,2022-01-30 12:16:10,-32.95,151.6667,73.69,88,0,1.01,clear sky
201,Concepcion Del Uruguay,AR,2022-01-30 12:17:56,-32.4825,-58.2372,74.98,65,0,8.01,clear sky
202,Nhulunbuy,AU,2022-01-30 12:17:56,-12.2333,136.7667,81.21,83,40,12.66,light rain
203,Kieta,PG,2022-01-30 12:17:56,-6.2167,155.6333,80.2,84,100,6.15,overcast clouds
