City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
544,Tonantins,BR,74.77,overcast clouds,-2.8731,-67.8022,Hotel Rei Davi
546,Viareggio,IT,59.0,broken clouds,43.8735,10.2558,Eros
547,Male,MV,85.95,broken clouds,4.1748,73.5089,Hotel Octave Maldives
549,Linares,CL,61.27,few clouds,-35.85,-71.6,Hotel Real
551,Alta Floresta,BR,69.96,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
552,Anloga,GH,93.42,overcast clouds,5.7947,0.8973,Pin Drop Hotel
557,Tsabong,BW,82.17,broken clouds,-26.0217,22.401,Springbok Motel
559,Cruzilia,BR,65.98,light rain,-21.8386,-44.8083,Pousada Cruzília
562,Upata,VE,72.19,few clouds,8.0086,-62.3989,Posada Villa Nela
563,Kassala,SD,86.22,broken clouds,15.451,36.4,Amassi Hotel Gash
564,Kutum,SD,73.89,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
566,Empangeni,ZA,83.05,broken clouds,-28.762,31.8933,Peermont Metcourt Hotel at Umfolozi
567,Wiwili,NI,74.14,broken clouds,13.6268,-85.8254,Hostal Gladys
569,Saquarema,BR,78.94,overcast clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
570,Mangrol,IN,75.31,clear sky,21.1167,70.1167,Hotel The Royal Honours
571,Mayumba,GA,82.15,light rain,-3.432,10.6554,LIKWALE LODGE
572,Boca Do Acre,BR,72.81,moderate rain,-8.7522,-67.3978,Hotel Sao Pedro
573,Labateca,CO,58.42,overcast clouds,7.2985,-72.4944,Ffd
575,Marrakesh,MA,73.47,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
576,Kaeo,NZ,62.33,overcast clouds,-35.1,173.7833,Bushido Lodge
579,Mossendjo,CG,81.66,light rain,-2.9506,12.7261,HOTEL D'ASSISE
580,Coahuayana,MX,66.33,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
583,Caravelas,BR,85.41,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
584,Doha,QA,73.38,clear sky,25.2867,51.5333,Movenpick Hotel Doha
587,Itoman,JP,61.57,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
588,Port Augusta,AU,83.71,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
589,Abha,SA,64.65,few clouds,18.2164,42.5053,Abha Hotel
592,Sikasso,ML,93.42,scattered clouds,10.9167,-7.0,
594,Sinnamary,GF,78.33,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
596,Birao,CF,90.3,few clouds,10.2849,22.7882,
597,Ishigaki,JP,63.93,overcast clouds,24.3448,124.1572,Ishigaki Resort Granvrio
598,Pontianak,ID,78.78,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
600,Kindu,CD,91.83,broken clouds,-2.95,25.95,Résidence Okanda
603,Aguimes,ES,65.03,haze,27.9054,-15.4461,Hotel Villa de Aguimes
604,Pozo Colorado,PY,82.6,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
608,Djougou,BJ,86.11,scattered clouds,9.7085,1.666,Hotel cathas
609,Januaria,BR,76.71,overcast clouds,-15.4833,-44.3667,Hotel Paraguassu
610,Benghazi,LY,56.41,overcast clouds,32.1167,20.0667,Tibesti Hotel
611,Dutse,NG,80.31,broken clouds,11.7594,9.3392,Central Mosque Galamawa
618,Koulamoutou,GA,90.93,overcast clouds,-1.1303,12.4736,Motel Bouenguidi
619,Waipawa,NZ,59.63,broken clouds,-41.4122,175.5153,Tora Coastal Walk
